RANDOM FOREST
DataTrain length:  3428
DataTest length:  988
Accuracy:  0.97975708502

Report:

             precision    recall  f1-score   support

        pos       0.96      0.97      0.96       163
        neg       1.00      0.97      0.98       316
        neu       0.98      0.99      0.98       509

avg / total       0.98      0.98      0.98       988


Confusion Matrix:

[[158   0   5]
431 - if i was apple i d publicly denounce and file suit against nuance then buy em on the cheap siri  ->  neu
432 - rt bsdalton apple underplayed the power of the ipad via mitchjoel yup socapac  ->  neu
433 - virgojud well maybe if you would set ya apple products to send push notifications it would go through  ->  neu
434 - notleifgarrett apple you ll be able to afford that mansion one day  ->  neu
435 - asked siri where s baby lisa and was told sorry i m having trouble connecting to the network right now apple server fail ios  ->  neg
436 - evolution of apple ads http t co qtoqoz thesavoia stevejobs tech art  ->  neu
437 - i must admit apple has made me a very happy camper i have text tones now lol ring tone makemeproud drakes vers text tone nicki s  ->  neu
438 - how the community saw stevejobs most community icelebrates steve jobs http t co jjrwivmc apple  ->  neu
439 - you are so blessed apple  ->  neu
440 - novatyler apple most of mine are gone too not recovered after i saved them b i upgraded my iphone soooo pissed  ->  neu
441 - iphone can you please make the battery last longer thanks apple  ->  neu
442 - apple wish i could pick month day and year when setting a new calendar item on my iphone why hasn t the new ios fixed this yet  ->  neu
443 - iphone s in space http t co jinnhvwz this is amazing creative apple your products inspire people to do unbelievable things  ->  neu
444 - pondering the ios update from the sounds of mikeferri s difficulties i may just hold off apple fix it  ->  neg
445 - iancollinsuk apple what s incredible is that people still buy into apple as world beater s not true anymore  ->  neu
446 - apple no location reminders on ipad that was the point of updating to ios  ->  neu
447 - poll http t co wu esvt q should microsoft consider making its own hardware for windows like apple does microsoft windows appl  ->  neu
448 - thanks apple my girlfriend likes siri more than me now  ->  neu
449 - like apple da fuck is this shit http t co nb dhlsg  ->  neu
450 - smart as hell the great tech war of fmanjoo fastcompany http t co xijyuohz fab four apple google amazon facebook  ->  neu
451 - rt petapixel iphone s vs canon d mark ii a side by side comparison of p hd video http t co qmymiv z apple wow  ->  neu
452 - dear apple you must let me turn off icloud to save bandwidth and not delete every document on my ipad that s bullshit  ->  neu
453 - rt jesperordrup hi apple household has iphones ipads minis apple tv airports timecapsule whats a usable iphoto shari  ->  neu
454 - win an apple ipod touch from mommy gaga get the pampers hello world baby memories app http t co fnbknwmj pampershelloapps ends  ->  neu
455 - apple just got the new ios upgrade with imessage good luck surviving now blackberry  ->  neu
456 - the four american companies that have come to define st century on the verge of war amazon apple facebook and ghttp t co pxulr dw  ->  neu
457 - rt adamnash the takeaway from the apple earnings call even apple needs a new iphone release every months to stay competitive cc  ->  neu
458 - i officially hate apple fix your damn itunes  ->  neg
459 - why is siri always down apple  ->  neu
460 - restored my iphone still no texts dear apple y no love y restrictions on my sms y no texts ios ios atemydingo  ->  neg
461 - min line apple store short pump  ->  neu
462 - notleifgarrett apple wished their on hold music played pictures of you  ->  neu
463 - hey apple i hate my computer i need a mack wanna send me a free one  ->  neg
464 - i don t get it instead of apple dropping the gb iphone down to they release an gb one for  ->  neu
465 - apple must be launching a searchengine imminent surely applesearch applecore bigapple haha please be the latter  ->  neu
466 - flowers apples shower the santa monica apple store in honor of stevejobs http t co xgf gms  ->  neu
467 - need apple help installing new ios on iphone and am stuck on the find my iphone screen i keep clicking next but it doesn t work  ->  neu
468 - azee v apple umber appstore is well done so is itunes on the mobile devices i was talking about desktop app  ->  neu
469 - rt reddeersteph joelplane apple i hear you i ve had trouble with my now i ve even turned down brightness andshuttingdownru  ->  neu
470 - rim to release new generation of phones in the new year to contend with apple hmmm  ->  neu
471 - too bad i m not an apple junkie icloud apple ios  ->  neu
472 - iphone s first weekend sales top four million http t co dm actyv via apple themselves big sales for the new phone  ->  neu
473 - samsung apple you do realise you re just really pissing off the customer base as well as looking petty  ->  neg
474 - thanks apple now even more people on the bus are talking to inanimate objects harder than ever to tell who s crazy and who s hip  ->  neu
475 - said to have laid out the next years apple jobs last iphone is not the iphone s iphone g is magical http t co dxxklubp  ->  neu
476 - opinion samsung need to be careful in apple patents issues it looks a lot like you learned a lot by making their chips  ->  neu
477 - comparing the apple blackberry apps interfaces can anyone imagine how blackberry could have done worse sadreally  ->  neu
478 - talking apple keynotes over lunch with yuvalariav challenged him to check something out  ->  neu
479 - apple so why is the ios support for nd gen ipods discontinued it is only years old give us an ios update please  ->  neu
480 - i wonder if apple osx will get built in twitter support like ios that would be very helpful at the moment  ->  neu
481 - wisconsin mommy apple that s terrible i hope you get an apology  ->  neu
482 - bidmyway i like your app for the apple iphone very simple and easy to use  ->  neu
483 - just registered as an apple developer here s hoping i can actually do it any help greatly appreciated  ->  neu
484 - dailydealchat apple thanks  ->  pos
485 - rt apple we destroying you next rt therealterica duh teamandroid rt juanhustle i got a feeling we living in the last days of blackberry  ->  neu
486 - sorry apple but imessage will never be what bbm is disappointed  ->  neu
487 - an apple update has seemed to render my work machine incapable of opening hdv video thanks apple zero useful productivity today  ->  neu
488 - bxlewi hey do you know why apple hasn t added g support yet seems like an odd omission for such an advanced device  ->  neu
489 - is it me or does iphone s run a little warm sometimes apple  ->  neu
490 - does the iphone s no longer have that stupid network lost pop up possibly the most annoying thing ever that you cannot turn off apple  ->  neu
491 - i wish siri could tweet for me apple fix that  ->  neg
492 - apple and i m looking at the outside all you see is sticky notes about steve jobs  ->  neu
493 - rjpittman why you won t use your apple account  ->  neu
494 - i wish my ipod had a feature when it s on the dock to scroll the artist album and song title in huge font across it apple  ->  neu
495 - hilarious youtube video guy does a duet with apple s siri pretty much sums up the love affair http t co exbnqjy  ->  neu
496 - i sure as hell better be able to restore my calendar events terrible bug apple apple icloud anothericloudfail  ->  neg
497 - cool apple steve jobs infographic http t co prb yx x mickh timeline history  ->  neu
498 - apple do not buy an iphone s that isn t in the store they are not made yet and defrauding you  ->  neu
499 - i don t really like siri s voice perhaps apple can get star wars voices just like garmin http t co psujg pn  ->  neu
500 - none of my apps work after the new ios from apple what do i do  ->  neg
501 - apple ios has been nothing but a pain in the ass no room for my music or photos or apps can i undo this garbage  ->  neg
502 - ios update submitted to apple thanks for all the support  ->  pos
503 - nansen man that sux apple io upgrade a total fail for you  ->  neg
504 - new ios notification center is a big improvement but apple missed an easy trick by not making it fully available on lock screen  ->  neu
505 - the official kalifornia cavi mobil app is now available on the app store powered by apple download it free http t co hlgnvlrw  ->  neu
506 - digital x worldwide today is steve jobs day in california apple http t co qschumin  ->  neu
507 - apple underplayed the power of the ipad via mitchjoel yup socapac  ->  neu
508 - dear apple yesterday you sucked today you re awesome thanks lp apple store crash and burn mich ave store  ->  neu
509 - iphone s vs canon d mkii apple canon iphone http t co pvkqad  ->  neu
510 - rt cjwallace so apparently apple put mb cap on your sms with the new update mb storage before it tells you your inbox is full w  ->  neu
511 - paulens it surprises me that apple throws up an error alert about authorizing and there s no authorize this computer button  ->  neu
512 - couldnt help it explored the iphone s apple store talked to siri should ve tried to speak to her in french nexttime  ->  neu
513 - brianmincey apple the chipsets tear through battery life coworker has a htc thunderbolt that he gets about hours of life  ->  neu
514 - vlingo is a poor substitute for siri yo apple gimmie siri  ->  neu
515 - apple s steve jobs gets his day pcworld http t co gt w od  ->  neu
516 - apple siri is efffing amazing  ->  pos
517 - s o to apple for replacing my phone for free  ->  neu
518 - not happy with apple right now the upgrade to my itouch took out my itouch and laptop help  ->  neu
519 - apple scrapple  ->  neu
520 - now on my second full charge of the day pissed apple  ->  neu
521 - rt jimmcniel if apple does not resolve the siri network issues they will need to rename a great product to sorri who else is havin  ->  neg
522 - adityasood apple quora i totally agree was talking w friends about that yesterday siri everywhere  ->  neu
523 - bored need a new intriguing app for my ipad any suggestions apple yyc gadget guy  ->  neu
524 - the takeaway from the apple earnings call even apple needs a new iphone release every months to stay competitive cc hblodget  ->  neu
525 - ryanbaldwin apple so in itunes i go store authorise why doesn t it just auto authorise it when i sign into itunes grrrr  ->  neu
526 - thejcurt unlocking it at apple store rip mr jobs  ->  neu
527 - it s a good thing apple has not came out with an icar because i would be in line for one and im sure it would be expensive  ->  neu
528 - oh sales guy bestbuy i m not selling or using any apple products during my mourning period over job s passing hmmm  ->  neu
529 - how do you sync gmail contacts with your iphone help please apple gmail  ->  neu
530 - one thing i want from ios is searching in the add bar similar to what firefox or droid phones do but thnx for a talking google apple  ->  neu
531 - twitter can you look at problem on ipad where it won t open messages it just crashes the app you too apple maybe your fault  ->  neu
532 - love apple downloads hours and i pad now wonky ripstevejobs thenonsensepersists neednewipadguide fatfuckingchance  ->  neu
533 - so apparently that s not the correct apple  ->  neu
534 - rt circustk i m wit chu shaydiddy officially boycotting ups calling apple to curse them out next for using them wasting my t  ->  neu
535 - video siri also gets angry http t co ksx xzor chrisvoss apple apple siri iphone s ai  ->  neu
536 - rt sawyerhartman i fu king love you apple this phone is the best thing ever siri best thing ever made  ->  neu
537 - apple can suck my dick gotta restore my ipad annoyed  ->  neg
538 - iphone s setup siri for your tweets http t co ws lints apple apple iphone siri  ->  neu
539 - thank you apple for your innovations exhibit a guy playing with facetime instead of watching game at sports bar http t co ou k ge  ->  neu
540 - hbogo apple why don t you play nice and let me use hdmi from ipad pretty lame  ->  neu
541 - joelplane apple i hear you i ve had trouble with my now i ve even turned down brightness andshuttingdownrunningprograms nohelp  ->  neu
542 - well apple fixed my ios battery drain problem with a replacement iphone it s working like a champ now  ->  neg
543 - fastcompany the great tech war of apple facebook google and amazon duking it out http t co hxsalzpv via aderricks  ->  neu
544 - rhiannaraee hanging apple in tacoma listening to the beatles  ->  neu
545 - apple sold million iphone s units on first weekend appletell http t co vs r oox iphone s apple fb  ->  neu
546 - on hold for another half hour phone is ringing but no one is picking up apple you stink  ->  neg
547 - bkad than apologize to apple  ->  neu
548 - oops apparently apple is some handle squatter tweetbarassment  ->  neu
549 - so phoenixswinger s iphone is giving her a hella hard time w the ios update apple  ->  neu
550 - rt to ne apple thanks for fixing this http t co wtj ogdo  ->  neu
551 - waiting on line apple store at west th street  ->  neu
552 - rt cbm lies apple the battery on this new iphone s is definitely not any better  ->  neg
553 - on that apple shit hard change my twitter name to ifynest  ->  neu
554 - the iphone update has segregated my contacts between iphone users and non iphone users they just had to call out those non users apple  ->  neu
555 - rt doug newton apple please fix siri she can t connect to your network  ->  neg
556 - by far the worst experience upgrading out of any version of ios apple ios  ->  neg
557 - rt talkyo ish dear apple can we get some afro american emoticons management  ->  neu
558 - apple please put the tab button back in pages for ipad that hold my finger down wait for the insert tab then touch that for the tab smh  ->  neu
559 - lmao i think apple is onto something magical i am dying haha siri suggested where to find whores and where to hide a body lolol  ->  neu
560 - apple at t u cannot tell me there isn t at least gb iphone s in la or vegas give me a fucking break  ->  neu
561 - macbreak weekly twit via apple airplay in full hd on the finally leolaporte ihnatko alexlindsay  ->  neu
562 - ugh apple youre reservation page for the iphone is not working  ->  neu
563 - steve jobs biopic coming soon apple apple stevejobs http t co dxzba bg  ->  neu
564 - comparing office live with google apps and apple icloud i do not see icloud leading the crowd do you agree  ->  neu
565 - in front of the apple store so many blue shirts i feel like i m at a smurf reunion iphone s  ->  neu
566 - dontbemadatmebecause android is by far better than apple  ->  neu
567 - can this ho siri update your tweets cc apple iphone news  ->  neu
568 - imessage doesn t show the time a message was sent annoying apple  ->  neu
569 - impressive service apple genius bar metro centre power cable replaced free n booked in for screen replacement for free d  ->  neu
570 - iphone s setup siri for your tweets http t co eyhmhstm apple apple iphone siri  ->  neu
571 - clarence thomas must have designed the new osx lion tossing decades of workflow standards apple bring back save as autosavesucks  ->  neu
572 - semilshah yeah except that when you ask for a receipt it takes them minutes to figure out where it printed out fix that apple  ->  neg
573 - ipad in perpetual restore loop after trying to upgrade to ios apple sux without steve  ->  neg
574 - waiting for jacob fairview apple storeee  ->  neu
575 - ios getting sloppy apple u need to check your qa team too many issues with apps data and syncing  ->  neg
576 - follow me and i follow you ios fansoflilwayne follow apple  ->  neu
577 - could apple lion please integrate vertical spaces in mission control this horizontal business is making me nauseous  ->  neu
578 - the folks at apple are awesome so glad i a mactard  ->  neu
579 - attcustomercare att apple i already have an att wireless line can i buy a factory unlocked iphone s with my contract  ->  neu
580 - mad props to the apple employee that didn t charge me to replace the back plate on my iphone made my day  ->  neu
581 - apple ios gm on ipad is very slow wash better on beta solve this problem or give me the ipad  ->  neu
582 - hey apple need more servers for siri traffic i m sure google can help you out with that  ->  neu
583 - rt edatpost bah genius bar rt edatpost apple fan eric holder spotted at the genius store http t co ftlttlpn  ->  neu
584 - or hide it rt lucasblack dear apple re newsstand don t advertise magazines for free they re not free alsoallow us to remove the app  ->  neu
585 - i wonder if the person who has apple is holding out for apple to buy it from them  ->  neu
586 - bouquet for jobs apple store nagoya http t co pmecxpug  ->  neu
587 - mommy gaga win an apple ipod touch mommy gaga get the pampers hello world baby memories app http t co qeatnmpi pampershelloapps  ->  neu
588 - bummer that apple icloud syncs on windows only w outlook not thunderbird ie not firefox chrome sadmac  ->  neu
589 - rt apple yea our stores are open days a week rt wasalu flora me too rt dj bmoney ipad iphone s my christmas gifts to my self  ->  neu
590 - apple to repair my ipad apple you ve lost me and my a year android here i come  ->  neu
591 - thanks to a minute wait on hold half an hour actually talking to someone the apple tech decides to send me an email to fix my phone  ->  neg
592 - hey apple now i have ios my iphone doesn t include songs that are on compilation albums under the artist s name whaddupwitdat  ->  neu
593 - just apply for a job at apple hope they call me lol  ->  neu
594 - bravo apple http t co bgotzj k  ->  neu
595 - isteps apple store bologna http t co wjjbq ae  ->  neu
596 - apple multiple times siri is having trouble connecting to the network siri needs servers and some exercise  ->  neu
597 - great tech war of http t co jgrobp fastcompany profiles amazon apple google facebook on cnbc ht philsimon  ->  neu
598 - siri now knows who my dad mom brother and girlfriend is thanks apple  ->  neu
599 - apple so i went to the th ave store and was told i could wait about hours to get a s needless to say i m back at the hotel relaxing  ->  neu
600 - another mention for apple store http t co fiioapkt rt floridamike once again getting great customer service from the apple store  ->  neu
601 - cat accusing tiger for roaring samsung on apple  ->  neu
602 - saturdaycute shit that siri says apple designers knew what people were going to ask the new digital assistant http t co ecji iio  ->  neu
603 - apple give siri back  ->  neu
604 - apple ios upgrade done much better feature few more feature required  ->  pos
605 - ok itunesmusic idk wth is up but after syncing my phone my album art is out of order wtf apple  ->  neu
606 - apple expanded the app store to more than new countries in the december quarter  ->  neu
607 - rt rdingwell apple has a record quarter and because a bunch of professional guessers aka analysts wanted more its a disappointmen  ->  neu
608 - apple no i won t wait until thursday for an available appointment just so a genius can tell me i m shit out of luck now  ->  neu
609 - principal global players will be active in every market amazon apple kobo mikeshatzkin http t co ndxcmo dbw metacon  ->  neu
610 - packed session on apple and google at gartnersym indicator of today s mindshare  ->  neu
611 - stevejobs memorial at the leawood apple store http t co uvgb g  ->  neu
612 - waited in line for nothing fucking genius apple called an app for john not jean stop fucking up my name im not a french boy pcam  ->  neu
613 - apple the reservation system not working shows no products avail let alone iphone s i had the site open in browsers at pm and nothing  ->  neu
614 - what is going on with all my apple products first my ipad freezes still is frozen and then my iphone won t turn on techietroubles  ->  neu
615 - jhoodmartin rolandsmartin yes salute to steve jobs and apple i m tweeting and you are watching on the ipad let s go schaub time to lead  ->  neu
616 - iphone s mp camera its a sony http t co x j hnzu sony apple apple iphone s cameras  ->  neu
617 - now with siri were talking to our iphones how will we ever know if people are really truly crazy p iphone s siri apple apple  ->  neu
618 - is it just me or is ios faster for the ipad apple  ->  pos
619 - apple why don t you have a wireless remote for keynote presentations w a macbook air nobody wants to see the pith man navigate w a iphone  ->  neu
620 - go big or go home apple users here are some apps that make your s iphone s s super http t co t bqyim via mashable ms  ->  neu
621 - apparently apple genius training doesn t extend to clocks service they re half an hour late for my appointment and couldn t let me know  ->  neu
622 - apple downloads of ios are proving popular with users http t co nshlfiux  ->  neu
623 - big mo in one week apple icloud hits m users m use ios http t co htputbfk via cnet  ->  neu
624 - apple safari reader owns the worldwide web  ->  neu
625 - what do we have to do to get flash on ipad apple please please please change your mind thank you in advance kusi sk peternemcok  ->  neu
626 - why can t i check just notes without mail on lion for icloud like i do on the ios devices apple  ->  neu
627 - apple please bring back the old siri app for us old school iphone users  ->  neu
628 - apple what s the point of icloud wireless updates when ios now forces me to use the computer to charge my ipod touch now worstupdateever  ->  neu
629 - making the switch from android to apple iphone iphone s smartphone stevejobs apple store http t co kj pjvkh  ->  neu
630 - apple or microsoft buying out rim  ->  neu
631 - would it kill apple to put a braille type bump on their earbuds so we know which bud is r and l in the dark  ->  neu
632 - one of the great entrepreneurs has died steve jobs has passed away our hearts go out to his family and everyone at apple  ->  neu
633 - you know what would be awesome if qvc sold apple ipads on easy pay yesplease  ->  neu
634 - iphone s mp camera its a sony http t co uyizeak sony apple apple iphone s cameras  ->  neu
635 - incredible million iphone ss in days better than the iphone http t co fmjxtmm apple iphone s  ->  neu
636 - prjusto don t question the apple they will remember your dissent  ->  neu
637 - rt ajrogers purdie rogers tribute to stevejobs and apple we spray painted the macintosh plus w http t co aldictd  ->  neu
638 - mommy gaga win an apple ipod touch mommy gaga get the pampers hello world baby memories app http t co qeatnmpi pampershelloapps  ->  neu
639 - i hope apple will release an app for siri for us non apple s users apple iphone siri  ->  neu
640 - this reader button for safari is perfect for fic apple ios stevejobsday  ->  neu
641 - apple cu  ->  neu
642 - twitter buzz for best buy http t co sesentu rt acappellamedia oh sales guy bestbuy i m not selling or using any apple p  ->  neu
643 - fuck u apple  ->  neg
644 - fundingroadmap apple also knowing that this is no ending http t co q cbcue  ->  neu
645 - thanks to apple covent garden geniusbar for replacing my macbook keyboard cracked wristpad during my lunch break today out of warranty  ->  neu
646 - i really hate that apple won t let you hide the newsstand app or move it into a folder it serves no purpose for me  ->  neg
647 - apple u guys are gay  ->  neu
648 - hmm it seems i should have checked the identity of apple first  ->  neu
649 - dear apple if i make love to icloud will all the things have my babies  ->  neu
650 - waiting for items to copy in itunes after everything did copy goes on and on and on come on apple what the hell  ->  neu
651 - as a huge podcast fan i really feel like apple dropped the ball on this one http t co wvzprbci via carrypad  ->  neu
652 - gotta say the apple itouch iphone shuffle etc sound quality is awful painfully crap its been a downgrade from sony sound quality wise  ->  neu
653 - total time on the phone with apple hour minutes let s see how this goes  ->  neg
654 - pmphillips apple if my non apple equipment broke this often i guess i d need an asus genius bar but it doesn t so i don t  ->  neu
655 - tvnewschick apple oh no why not i want it to be love love love it s a lot of dough to spend otherwise  ->  neu
656 - dear apple why did my apple id change to my colleagues when i charged on her mac now can t download or update apps iphone  ->  neu
657 - had issues with siri reaching network today too many uses or my signal apple  ->  neg
658 - i know a few others having same issue rt joelplane now on my second full charge of the day pissed apple  ->  neu
659 - rt tomkeene thx instagram thx apple hypo d tri x http t co bppjwncp  ->  neu
660 - rt crmstrategies great tech war of http t co jgrobp fastcompany profiles amazon apple google facebook on cnbc ht phil  ->  neu
661 - dear apple i don t want the newsstand icon on my screen notcool  ->  neu
662 - hey apple the sms full message is complete shit yes i m annoyed  ->  neg
663 - keepnupwittboyd appstore itunesmusic they fixed a bug thursday after i had done my update thus my issue spent fri apple ios  ->  neu
664 - rt dailydealchat bidmyway i like your app for the apple iphone very simple and easy to use  ->  neu
665 - realestateguywi all about yesterday s apple upgrade helpful but maddening  ->  neu
666 - dear apple as a hoh deaf user can you please add options for stronger and longer vibrate for iphone s thank you hoh deaf ally  ->  neu
667 - rt katebetts another great james stewart story in today s ny times about importance of architecture in apple retail success http t  ->  neu
668 - rt philliprowntree just registered as an apple developer here s hoping i can actually do it any help greatly appreciated  ->  neu
669 - eating apple xdd  ->  neu
670 - seemingly endless loop of calls to apple ups verizonwireless to investigate my missing iphone s crankywithnophone  ->  neu
671 - siri says some weird things this is my next http t co h n casg via verge hasanga mohoisham apple siri lmfao  ->  neu
672 - rt shanmoorthy next year is going to be really interesting in tech as google amazon facebook and apple vie for new growth areas  ->  neu
673 - apple would do better to inform customers properly about migrating to icloud many complaints lead to image damage http t co ql zmppo  ->  neu
674 - philipgrey apple it s kinda sad that s the most relevant tweet i ve seen today or kinda awesome i m not sure devproblems  ->  neu
675 - apple http t co ycscg via donorschoose  ->  neu
676 - life was much easier when apple and blackberry were just fruits  ->  neu
677 - dear invisible intern assistant please go pick up my computer from the apple hospital so i can upgrade to ios thanks  ->  neu
678 - electricsoup it has to connect to apple to process commands which it is failing to do right now  ->  neu
679 - ios apple  ->  neg
680 - watching cotmtulsa webcast on joseph from my ipad on my apple tv i love technology http t co mpbzyl  ->  neu
681 - rt ajrogers purdie rogers tribute to stevejobs and apple we spray painted the macintosh plus w http t co omxjhzh  ->  neu
682 - got the new apple update  ->  neu
683 - apple how fun wouldn t it be if it was possible to integrate soon to be named with notifications  ->  neu
684 - rt kvox smart as hell the great tech war of fmanjoo fastcompany http t co xijyuohz fab four apple google amazon fac  ->  neu
685 - apple no siri support for canada sucks siri but loving the new iphone upgrade from my gs iphone s  ->  neu
686 - apple has lunched its new os iso  ->  neu
687 - the strangest things siri has said so far i am sooo glad that apple gave siri a sense of humor http t co twaeudbp via happyplace  ->  neu
688 - win an apple ipod touch from mommy gaga get the pampers hello world baby memories app http t co r wym jx pampershelloapps  ->  neu
689 - overall i am a fan of the iphone s however my siri has issues connecting to the network apple  ->  neg
690 - one word wow rt jldavid iphone s first weekend sales top four million http t co zx pw gt via apple  ->  neu
691 - thinking more i want android to do an imessage service for google apple to interconnect they would if the cared about their users  ->  neu
692 - rt radlerc yellowgate some iphone s users complain of yellow tint to screen http t co uaqrxtnk apple iphone s  ->  neu
693 - any chance apple will release good headphones that dont blast music outside the ears iphone ipod its quite obnoxious  ->  neu
694 - hey apple when did you hire therock to tighten the screws on the bottom cases of your macbook pros ouch nicehire  ->  neu
695 - apple ios geolocation suburbs with words drops map pins in other states please fix  ->  neg
696 - love ios easter eggs pull down from middle top to bottom and see what pulls down awesome little feature ios apple  ->  pos
697 - smh at itsthesituation for trying to cut in line for a s cmon mayne if apple s cofounder stood in line then you are too  ->  neu
698 - apple hits samsung in court again http t co l brf yb  ->  neu
699 - rt hofmania i just paid someone to wait in line at the apple store this morning for me on zaarly putapriceonconvenience iphone htt  ->  neu
700 - asimrang apple umber well so far ive seen it for apps  ->  neu
701 - hey twitter and apple this is pretty dumb http t co kubkpo t  ->  neu
702 - removing all apple shit  ->  neg
703 - dear apple how convenient handy thoughtful smart that after iphone ios update you re apps won t work anymore none gr mbl  ->  neg
704 - rt travisdommert is leaving steve s photo on the apple home page what he would really want in his honor let s get back to innov  ->  neu
705 - fashionnoguilt haha tomorrow should be less hectic too cause everyone and their moms was at the apple store today  ->  neu
706 - gulp apple sells million iphone s in days yahoo finance http t co zv dxria via yahoofinance  ->  neu
707 - paulbentleymelb apple i think they call that profit making genius  ->  neu
708 - apple ios nonstop dropped calls mute button randomly activating person cant hear me pull phone from ear to be on a mobile me screen  ->  neu
709 - apple have just announced they sold million phones this weekend incredible that recession continues to bite apple recession  ->  neu
710 - apple i m still waiting for you to deliver my phone to sprint  ->  neu
711 - rt porter anderson principal global players will be active in every market amazon apple kobo fbf publaunch mikeshat  ->  neu
712 - apple received m pre orders in a single day for its new iphone s consumer demand steve jobs  ->  neu
713 - siri keeps trying to send me to escort services is that legal apple  ->  neu
714 - if you sign up for iclould will you also get irain apple icloud  ->  neu
715 - dear apple imessage client for desktop please  ->  neu
716 - misthang u nope they wouldn t even let me my mom switch apple she has an upgrade mine isn t do til march  ->  neu
717 - apple apple one thing i hater about this mouse the buttery finish so fast am not happy now macworld macworld http t co uh a vt  ->  neu
718 - iphone s siri doesn t work for shit apple  ->  neg
719 - need to update my apps my apple id is disabled don t know what to do apple appstore itunes siri assistant  ->  neu
720 - blackberry vs apple iphone  ->  neu
721 - apple siri is amazing i m in love  ->  pos
722 - dyanna you mean like muhaimin apple com  ->  neu
723 - i just realized that the reason i got into twitter was ios thanks apple  ->  pos
724 - rt mymelange wall to wall people security and a huge line outside just to get in the apple store http t co i khkgjm  ->  neu
725 - apple why my tunes no go on my iphone iphone lonely without them silly ios  ->  neu
726 - is it just me or do other people miss the ipod symbol on the iphone i had the first ipod it s what i relate to apple ios nostalgia  ->  neu
727 - if you ve been struggling to get hold of me i m back online with a new iphone thanks apple  ->  neu
728 - win an apple ipod touch from mommy gaga get the pampers hello world baby memories app http t co gihypzwo pampershelloapps  ->  neu
729 - hey apple why is siri not available for the mac  ->  neu
730 - rt nansen so this sms full message is known apple issue with new ios update trying restore when all else fail restore  ->  neg
731 - i have to change my homepage from apple steve jobs looks like an owl  ->  neu
732 - mayati i think apple didn t do such a thorough job with the step x steps for upgrade and move to icloud now it s cost me mightily  ->  neu
733 - you know apple it s been almost a week since i paid for itunes match i would really like to use it any eta on a fix  ->  neg
734 - siri went down for a little while last night come on apple get your shit together on this launch  ->  neu
735 - win an apple ipod touch from mommy gaga get the pampers hello world baby memories app http t co eylm pav pampershelloapps  ->  neu
736 - only thing ios has done is deleted my tiger woods game and made impossible to retrieve thanks apple  ->  neu
737 - in less than an hour my post ios iphone has gone from to battery charge and the apple store folks have no solution for me  ->  neg
738 - the line at the apple is just stupid  ->  neu
739 - rt iancollinsuk apple have just announced they sold million phones this weekend incredible that recession continues to bite apple  ->  neu
740 - beeethree i am aye i wasn t apple  ->  neu
741 - my schedule is busy spend unquality time with att apple recover iphone again the mo mobile i get the mo immobile i is sync not  ->  neu
742 - california governor jerrybrown declares today stevejobsday in his state music video tribute http t co mnr hix mashable cnet apple  ->  neu
743 - rt gdcurry really apple what have you done to my itunes now i can t click on music movies tv shows or any playlists i get a l  ->  neu
744 - um why no black people apple  ->  neu
745 - thank you apple for find my mac just located and wiped my stolen air smallvictory thievingbastards  ->  neu
746 - rygurl you need an apple iphone s with siri  ->  neu
747 - mvm well if it told you what you did to it or how it happened it would be concrete evidence that apple is logging your life l  ->  neu
748 - apple how much is the student discount on the macbook air in canada your reps have said both and which is it thanks laptop  ->  neu
749 - dear apple one day you re going to release a version of itunes that doesn t freeze more often than it works one day  ->  neg
750 - novatyler i lost a lot that i paid for apple wordswfriends etc nothappy oh well poop happens  ->  neu
751 - trisha ps icloud is cloudy apple tech not very techy  ->  neu
752 - thatstevegray done that buddy just surprised that there s no option from apple if you turn it back on it brings back the pics u delete  ->  neu
753 - apple main office is nowplaying a milli lil wayne  ->  neu
754 - he asked siri where s the hoes at she told him where the nearest escorts were i love apple  ->  neu
755 - boy could apple make it any harder to put my purchased music from the cloud on to my new macbook pro you must authorize this computer  ->  neu
756 - check this video out moe plays live on ipads video dedicated in memory of stevejobs http t co xsiydnqu ipad mac apple brilliant  ->  neu
757 - apple is there a problem with ios that is preventing audio apps and audio functions from operating properly i keep losing sound  ->  neg
758 - apple store ny  ->  neu
759 - every time i try the voice control on my ipod touch to send an imessage it starts playing who knew by pink still not flawless apple  ->  neu
760 - apple predicts siri in in video the video is staged for september http t co tfnrp md  ->  neu
761 - twitter returns a error when we try to post the link to apple support community detailing how to turn off auto renewal subscriptions  ->  neu
762 - apple has changed life  ->  neu
763 - tell how steve jobs apple changed your life and will be donated to pancreatic cancer research pancan pan act http t co bwzganje  ->  neu
764 - wow icloud s mail is down st the ios upgrade issues and now this i really hope this isn t apple without steve jobs  ->  neg
765 - now all apple has to do is get swype on the iphone and it will be crack iphone that is  ->  neu
766 - next year is going to be really interesting in tech as google amazon facebook and apple vie for new growth areas http t co kkakfsch  ->  neu
767 - really apple and att removing the g edge switch on ios you do realize that you work on the g network in places often right  ->  neg
768 - i made a reservation and yet i still have to wait in line humpt oh apple apple store w others http t co jzmvbdnm  ->  neu
769 - u pick camera iphone s orcamera ipad apple  ->  neu
770 - love my new i s apple updates just when i think it can t get any better somehow it simplifies my life more that s right it s an apple  ->  pos
771 - too many iphones apple dcoult firstworldproblems http t co ck yffsy  ->  neu
772 - tomcolontonio apple epicfail  ->  neu
